TransactionAmt,HourOfDay,FraudProbability,RiskTier,isFraud,TransactionID
107.95,0,0.00702628804969798,Clear,0,2987000
37.021,3,0.009265150318296523,Clear,0,2987001
59.0,22,0.006562158903305336,Clear,0,2987002
57.95,3,0.003477848083250742,Clear,0,2987003
107.95,17,0.004041807671660477,Clear,0,2987004
59.0,14,0.02649513159759034,Clear,0,2987005
13.71,4,0.053097886521077754,Clear,0,2987006
30.95,1,0.0038881398964775555,Clear,0,2987007
59.0,14,0.027134325565560738,Clear,0,2987008
117.0,12,0.029000284185645552,Clear,0,2987009
51.5,20,0.007354405911513199,Clear,0,2987010
28.158,6,0.06535743264773071,Clear,0,2987011
117.0,12,0.03064436644096508,Clear,0,2987012
103.97,2,0.007887491495927811,Clear,0,2987013
39.0,23,0.006522001982209803,Clear,0,2987014
49.0,19,0.036912525478548966,Clear,0,2987015
44.0,21,0.012747764717129097,Clear,0,2987016
23.608,18,0.014217066290714678,Clear,0,2987017
59.0,23,0.01157063934084854,Clear,0,2987018
213.0,19,0.08568373212568588,Clear,0,2987019
57.95,1,0.005057675864019755,Clear,0,2987020
32.023,3,0.05055956522774765,Clear,0,2987021
59.95,22,0.031225245412118446,Clear,0,2987022
43.97,6,0.006519110017112028,Clear,0,2987023
213.0,1,0.030537854763024546,Clear,0,2987024
58.95,18,0.0027295853695887906,Clear,0,2987025
335.0,1,0.10762806828003399,Clear,0,2987026
21.751,5,0.006933861975555549,Clear,0,2987027
59.0,21,0.009638573579005138,Clear,0,2987028
52.95,13,0.005077612159255399,Clear,0,2987029
57.95,17,0.004032425606262465,Clear,0,2987030
107.95,23,0.00669344482598309,Clear,0,2987031
35.95,0,0.0031542721217267906,Clear,0,2987032
156.186,23,0.04579140513324755,Clear,0,2987033
2508.16,12,0.012143103314525398,Clear,0,2987034
14.501,2,0.03959407643938006,Clear,0,2987035
107.95,2,0.006987149761678098,Clear,0,2987036
554.0,13,0.20549410921517383,Clear,0,2987037
226.0,2,0.008981982541645015,Clear,0,2987038
226.0,15,0.020082291573898372,Clear,0,2987039
39.0,17,0.03009591743434907,Clear,0,2987040
15.951,5,0.03472967928950643,Clear,0,2987041
36.146,21,0.24354326518831917,Clear,0,2987042
304.96,0,0.02921523725510566,Clear,0,2987043
18.368,11,0.07360053589559513,Clear,0,2987044
25.95,16,0.007305380062605465,Clear,0,2987045
250.0,19,0.04435266212537393,Clear,0,2987046
25.95,2,0.01051546227319911,Clear,0,2987047
45.0,21,0.006742018411940798,Clear,0,2987048
57.95,18,0.0037933565909352694,Clear,0,2987049
117.0,16,0.025826360789304746,Clear,0,2987050
107.95,14,0.011695466263172418,Clear,0,2987051
100.0,19,0.011953093940847882,Clear,0,2987052
87.95,17,0.006399004454246754,Clear,0,2987053
44.99,16,0.034361025246369234,Clear,0,2987054
57.95,22,0.008803005863543876,Clear,0,2987055
150.0,19,0.04596357789276777,Clear,0,2987056
50.0,1,0.03262087342300998,Clear,0,2987057
11.427,18,0.7911069967774496,Critical Risk,1,2987058
117.0,15,0.04523574982649005,Clear,0,2987059
25.699,15,0.007315848547364966,Clear,0,2987060
107.0,19,0.016461007594437718,Clear,0,2987061
10.96,18,0.966878218394773,Critical Risk,1,2987062
50.0,21,0.0077572918843644605,Clear,0,2987063
32.868,16,0.13958556332294883,Clear,0,2987064
34.0,4,0.04012357636956041,Clear,0,2987065
884.0,22,0.08787914749055746,Clear,0,2987066
221.99,18,0.0067860341554843336,Clear,0,2987067
102.0,22,0.015346450562779368,Clear,0,2987068
852.94,0,0.009884068315216234,Clear,0,2987069
117.0,19,0.013357263915967456,Clear,0,2987070
163.0,20,0.020665651467143033,Clear,0,2987071
77.0,18,0.015251831754027558,Clear,0,2987072
159.95,5,0.0053412684768359645,Clear,0,2987073
73.97,18,0.007930777737885449,Clear,0,2987074
24.0,16,0.01571460351453592,Clear,0,2987075
59.0,2,0.004480560368771571,Clear,0,2987076
226.0,17,0.02112951549706144,Clear,0,2987077
378.0,16,0.015452657244159663,Clear,0,2987078
35.95,3,0.003316883681234337,Clear,0,2987079
117.0,16,0.02019485136852495,Clear,0,2987080
117.0,16,0.009825851434630507,Clear,0,2987081
100.0,20,0.008415491362890881,Clear,0,2987082
335.0,19,0.06127026804751891,Clear,0,2987083
67.95,22,0.012383717603758945,Clear,0,2987084
34.105,5,0.019717336630560956,Clear,0,2987085
171.0,20,0.055579001949511625,Clear,0,2987086
100.0,22,0.02068246126691523,Clear,0,2987087
365.0,2,0.2027232103099612,Clear,1,2987088
47.95,1,0.004018747635809876,Clear,0,2987089
57.95,12,0.007689888101457776,Clear,0,2987090
59.0,16,0.006429825984275272,Clear,0,2987091
117.0,19,0.08526880303555508,Clear,0,2987092
49.0,23,0.02222520934784574,Clear,0,2987093
59.0,20,0.04213469589101815,Clear,0,2987094
112.0,9,0.2245498107439275,Clear,0,2987095
49.0,23,0.009763006754488972,Clear,0,2987096
58.95,19,0.005848964530418251,Clear,0,2987097
54.0,21,0.04044916895261289,Clear,0,2987098
75.0,18,0.023996199047586375,Clear,0,2987099
24.5,13,0.00814624300232719,Clear,0,2987100
35.95,19,0.005521645189132787,Clear,0,2987101
34.0,16,0.06262781626670032,Clear,0,2987102
439.95,12,0.009099633180752017,Clear,0,2987103
39.0,1,0.015363813162829143,Clear,0,2987104
117.0,15,0.0441644316460957,Clear,0,2987105
200.0,18,0.042929249165423095,Clear,0,2987106
1264.95,1,0.009628615511619905,Clear,0,2987107
36.519,23,0.04480028232370747,Clear,0,2987108
30.95,21,0.0034378093621312143,Clear,0,2987109
445.0,21,0.013034657353138617,Clear,0,2987110
117.0,10,0.032947185922222275,Clear,0,2987111
87.0,16,0.007768430091510713,Clear,0,2987112
92.0,18,0.006416631307662482,Clear,0,2987113
75.0,17,0.005789667370307786,Clear,0,2987114
29.879,2,0.0371676231986402,Clear,0,2987115
117.0,16,0.0131184100780566,Clear,0,2987116
39.0,19,0.005586117027741226,Clear,0,2987117
54.5,22,0.010766363680084233,Clear,0,2987118
19.92,2,0.1437199737777326,Clear,0,2987119
134.95,19,0.028166040180211783,Clear,0,2987120
147.95,15,0.002476624992677164,Clear,0,2987121
49.0,15,0.006843176638099664,Clear,0,2987122
236.95,22,0.023391628634874307,Clear,0,2987123
512.95,17,0.00821972655260251,Clear,0,2987124
108.95,16,0.0029202652990347076,Clear,0,2987125
209.95,15,0.02523034510756621,Clear,0,2987126
117.0,18,0.0075218925965608975,Clear,0,2987127
317.5,17,0.021671046804730393,Clear,0,2987128
117.0,17,0.026105320872773143,Clear,0,2987129
36.95,21,0.004939635038636672,Clear,0,2987130
77.0,3,0.022783804800574577,Clear,0,2987131
107.95,6,0.0047266652235183745,Clear,0,2987132
108.95,15,0.0057597763361634715,Clear,0,2987133
15.0,17,0.015959664617608636,Clear,0,2987134
242.0,19,0.02165063973966208,Clear,0,2987135
41.811,20,0.007935544521717802,Clear,0,2987136
150.0,21,0.012977289903417927,Clear,0,2987137
100.0,13,0.00755346369566599,Clear,0,2987138
29.5,20,0.01750662892954206,Clear,0,2987139
120.0,1,0.006901737038786706,Clear,0,2987140
107.95,5,0.007895959320263707,Clear,0,2987141
17.643,8,0.08284066459893653,Clear,0,2987142
49.0,11,0.01115786643362928,Clear,0,2987143
45.0,13,0.011327168354517312,Clear,0,2987144
117.0,21,0.0046497613719634215,Clear,0,2987145
150.0,13,0.016906458430760104,Clear,0,2987146
582.5,0,0.09523866458975795,Clear,0,2987147
39.0,19,0.006815195121023651,Clear,0,2987148
151.0,14,0.01324488703285558,Clear,0,2987149
50.0,21,0.01348272098199181,Clear,0,2987150
59.0,22,0.015042870537120398,Clear,0,2987151
80.0,20,0.07801705614520435,Clear,0,2987152
57.95,1,0.003754781368455575,Clear,0,2987153
133.0,1,0.007066146055267702,Clear,0,2987154
58.366,4,0.9228161744850514,Critical Risk,1,2987155
100.0,18,0.03721241822613105,Clear,0,2987156
57.95,21,0.010805664547443129,Clear,0,2987157
108.43,4,0.019071680601498428,Clear,0,2987158
51.187,3,0.01771294533170564,Clear,0,2987159
44.5,0,0.00898031926384254,Clear,0,2987160
30.0,21,0.026961078941734863,Clear,0,2987161
108.95,16,0.005968484465936628,Clear,0,2987162
50.0,22,0.005657389010906581,Clear,0,2987163
25.95,0,0.0032802238509110995,Clear,0,2987164
108.95,5,0.0190622674531946,Clear,0,2987165
59.0,0,0.01659984444856123,Clear,0,2987166
37.97,1,0.004777693887221258,Clear,0,2987167
31.66,21,0.9754776705414845,Critical Risk,1,2987168
509.38,15,0.0073444549786383,Clear,0,2987169
159.95,0,0.0038315938292032203,Clear,0,2987170
107.95,17,0.00963075493670198,Clear,0,2987171
21.97,15,0.005379544293619765,Clear,0,2987172
87.99,20,0.013429693128852694,Clear,0,2987173
25.95,23,0.004416752001603689,Clear,0,2987174
59.0,5,0.041163303630887445,Clear,0,2987175
13.034,5,0.9065898488285304,Critical Risk,1,2987176
50.0,19,0.008883584684680246,Clear,0,2987177
95.0,3,0.014223542999644873,Clear,0,2987178
23.382,0,0.0815290563520036,Clear,0,2987179
57.95,21,0.00596058618095882,Clear,0,2987180
1564.95,2,0.017573381948817038,Clear,0,2987181
49.0,0,0.02177183608668734,Clear,0,2987182
117.0,23,0.04104855315716593,Clear,0,2987183
25.0,14,0.03397181149499317,Clear,0,2987184
24.591,18,0.18855262355037464,Clear,0,2987185
30.0,17,0.003614372323406025,Clear,0,2987186
59.0,18,0.012618959384495245,Clear,0,2987187
25.95,13,0.0038983520870487683,Clear,0,2987188
30.95,17,0.006676442416132206,Clear,0,2987189
107.95,23,0.006365733053535482,Clear,0,2987190
424.95,16,0.012565747675217603,Clear,0,2987191
117.0,22,0.010895254721708342,Clear,0,2987192
69.483,15,0.012857682766731444,Clear,0,2987193
59.0,1,0.010305908938991797,Clear,0,2987194
150.0,20,0.01415881546319216,Clear,0,2987195
117.0,18,0.01786312237046647,Clear,0,2987196
374.95,17,0.006028299349677849,Clear,0,2987197
35.95,3,0.006646677677316416,Clear,0,2987198
420.0,0,0.012802873623318835,Clear,0,2987199
226.0,17,0.042892859942411654,Clear,0,2987200
107.95,18,0.010681889942594615,Clear,0,2987201
226.0,16,0.02916565032540898,Clear,0,2987202
44.0,19,0.03760446890967857,Clear,0,2987203
100.0,13,0.00800822545394389,Clear,0,2987204
107.95,10,0.008309791815346815,Clear,0,2987205
117.0,0,0.03459499004285379,Clear,0,2987206
44.227,23,0.628413826364345,Suspicious,1,2987207
50.0,16,0.009883162543754983,Clear,0,2987208
30.95,19,0.018474030352003883,Clear,0,2987209
250.0,19,0.05825892915469073,Clear,0,2987210
150.0,23,0.023486826740957197,Clear,0,2987211
100.0,18,0.013865718302981242,Clear,0,2987212
66.928,20,0.132475311622311,Clear,0,2987213
39.0,15,0.008319987880323586,Clear,0,2987214
100.0,21,0.011311363460273827,Clear,0,2987215
554.0,3,0.04985100269726458,Clear,0,2987216
147.0,21,0.03546547985569874,Clear,0,2987217
15.0,18,0.011942586776058311,Clear,0,2987218
49.0,1,0.01886619620999677,Clear,0,2987219
136.0,16,0.009661381115389719,Clear,0,2987220
300.0,5,0.01857473984365166,Clear,0,2987221
134.133,19,0.9934758163380254,Critical Risk,1,2987222
29.0,18,0.014909198524213617,Clear,0,2987223
67.95,16,0.006812757627843868,Clear,0,2987224
280.0,22,0.01159071268064025,Clear,0,2987225
159.95,12,0.008981781837010544,Clear,0,2987226
100.0,3,0.006108741517326508,Clear,0,2987227
59.0,17,0.26336386720964844,Clear,0,2987228
124.95,15,0.033814991080518456,Clear,0,2987229
82.95,19,0.011085136288023762,Clear,0,2987230
59.0,20,0.02286570840137661,Clear,0,2987231
300.0,0,0.046130684870036645,Clear,0,2987232
29.0,23,0.013348866317089161,Clear,0,2987233
15.95,23,0.008038214077119578,Clear,0,2987234
47.95,18,0.014196967170963155,Clear,0,2987235
25.0,22,0.007081693905995341,Clear,0,2987236
39.0,19,0.012458645768070091,Clear,0,2987237
500.0,0,0.022378789815938403,Clear,0,2987238
67.95,14,0.006527240412040757,Clear,0,2987239
346.76,18,0.017584843940775384,Clear,0,2987240
72.292,2,0.013439659819722805,Clear,0,2987241
77.0,21,0.03518740428176913,Clear,0,2987242
150.0,21,0.14231026682139497,Clear,0,2987243
335.0,15,0.009816804072402237,Clear,0,2987244
60.0,22,0.007294775832779274,Clear,0,2987245
50.0,22,0.024846117181541536,Clear,0,2987246
35.95,15,0.005281400143727788,Clear,0,2987247
29.0,19,0.025056030542777327,Clear,0,2987248
1698.67,22,0.011310180434778303,Clear,0,2987249
140.95,22,0.01958674401650607,Clear,0,2987250
35.95,0,0.008288809380723329,Clear,0,2987251
117.0,16,0.01230582744220147,Clear,0,2987252
390.0,13,0.03350535275444374,Clear,0,2987253
25.95,14,0.05318597721053008,Clear,0,2987254
50.0,15,0.01095569005794506,Clear,1,2987255
105.95,17,0.0022855419342841417,Clear,0,2987256
57.95,15,0.003499644874096088,Clear,0,2987257
280.0,17,0.1587179716582252,Clear,0,2987258
92.0,13,0.0359452599596405,Clear,0,2987259
57.95,0,0.006815018241548985,Clear,0,2987260
445.0,3,0.06714730349176226,Clear,0,2987261
250.0,20,0.17919409745338336,Clear,0,2987262
226.0,20,0.019735326385539792,Clear,0,2987263
100.0,14,0.009327267984859278,Clear,0,2987264
29.0,22,0.015424911846212433,Clear,0,2987265
57.95,18,0.0051892221984230665,Clear,0,2987266
24.0,0,0.012518673368487502,Clear,0,2987267
57.95,21,0.004760452146763081,Clear,0,2987268
50.5,12,0.011446517202878677,Clear,0,2987269
171.0,13,0.02337588699372447,Clear,0,2987270
554.0,19,0.07486750896511257,Clear,0,2987271
1052.0,17,0.05643964670269589,Clear,0,2987272
59.0,20,0.036545342572974496,Clear,0,2987273
15.95,6,0.006501223163381648,Clear,0,2987274
107.95,2,0.01359147876344392,Clear,0,2987275
107.95,3,0.007270979612026384,Clear,0,2987276
117.0,0,0.05821061670242219,Clear,0,2987277
100.0,0,0.01394077793379674,Clear,0,2987278
213.0,0,0.022789372370714902,Clear,0,2987279
203.0,11,0.04324139745170006,Clear,0,2987280
20.0,7,0.00973778368555077,Clear,0,2987281
209.95,2,0.00986347437295137,Clear,0,2987282
75.99,19,0.023218774686896277,Clear,0,2987283
35.95,0,0.006794327640061693,Clear,0,2987284
57.0,21,0.00624522515687184,Clear,0,2987285
134.95,22,0.011194261161655136,Clear,0,2987286
57.95,17,0.005703109959322025,Clear,0,2987287
88.95,21,0.008893623522023055,Clear,0,2987288
30.0,2,0.009443256258779027,Clear,0,2987289
367.35,23,0.010640099470574751,Clear,0,2987290
49.0,0,0.007440075667523718,Clear,0,2987291
50.0,14,0.00991837042987586,Clear,0,2987292
50.0,22,0.012886241388510656,Clear,0,2987293
209.95,19,0.005025313846486586,Clear,0,2987294
35.0,17,0.008964734548402,Clear,0,2987295
54.5,16,0.01175343854403974,Clear,0,2987296
105.0,4,0.02254833782913703,Clear,0,2987297
1164.95,0,0.019993306026955985,Clear,0,2987298
75.0,2,0.0058295518792029636,Clear,0,2987299
30.693,0,0.01800478879938053,Clear,0,2987300
44.5,23,0.012574048148084363,Clear,0,2987301
47.49,23,0.18558630730215134,Clear,0,2987302
57.95,18,0.004174035713579772,Clear,0,2987303
57.95,17,0.003961117970313099,Clear,0,2987304
49.0,14,0.004008510634943815,Clear,0,2987305
49.0,20,0.07736369581103732,Clear,0,2987306
100.0,2,0.5360376317436383,Suspicious,0,2987307
75.0,6,0.018135580632819844,Clear,0,2987308
774.0,5,0.08241043767078894,Clear,0,2987309
39.0,17,0.014246315957405007,Clear,0,2987310
270.0,19,0.09284206225895401,Clear,0,2987311
6.005,5,0.3134576312178489,Clear,0,2987312
141.0,12,0.011590275619051266,Clear,0,2987313
105.0,16,0.005688789573393785,Clear,0,2987314
75.0,3,0.024335821659694255,Clear,0,2987315
31.298,1,0.26616158905112525,Clear,1,2987316
30.95,15,0.0035349384649791824,Clear,0,2987317
54.0,23,0.012524392945055583,Clear,0,2987318
20.0,22,0.056557199413437426,Clear,0,2987319
117.0,20,0.007475929150917308,Clear,0,2987320
297.5,23,0.016207156437264527,Clear,0,2987321
64.649,5,0.3762353710769899,Clear,1,2987322
64.48,22,0.02493179953301455,Clear,0,2987323
57.95,19,0.004859578971214659,Clear,0,2987324
117.0,0,0.0197145659671795,Clear,0,2987325
26.947,4,0.04295439875973937,Clear,0,2987326
51.0,16,0.017604564219014993,Clear,0,2987327
469.6,22,0.021162559789746908,Clear,0,2987328
47.95,1,0.005128296408557027,Clear,0,2987329
49.0,18,0.012032096969282114,Clear,0,2987330
159.95,4,0.008620321493093958,Clear,0,2987331
146.0,14,0.028882850959350677,Clear,0,2987332
100.0,22,0.029573550310842942,Clear,0,2987333
94.618,19,0.29833611564110263,Clear,0,2987334
42.676,20,0.010324971102046858,Clear,0,2987335
100.0,20,0.012568969688391744,Clear,0,2987336
100.0,17,0.006605878045272412,Clear,0,2987337
389.95,20,0.0063090066166064055,Clear,0,2987338
39.0,4,0.009508920083845556,Clear,0,2987339
55.95,1,0.1555013645835159,Clear,1,2987340
1436.0,5,0.14698927326112018,Clear,0,2987341
16.797,20,0.0790480872278784,Clear,0,2987342
411.0,14,0.03700229610984924,Clear,0,2987343
39.0,20,0.01694551387125822,Clear,0,2987344
57.95,0,0.006501757846182203,Clear,0,2987345
107.95,2,0.007372368446503689,Clear,0,2987346
117.0,21,0.01906071704672203,Clear,0,2987347
424.95,14,0.00865313065537429,Clear,0,2987348
26.41,5,0.07325638322812841,Clear,0,2987349
24.0,17,0.03192594231384949,Clear,0,2987350
100.0,13,0.0086248816176748,Clear,0,2987351
200.0,14,0.009413907205599899,Clear,0,2987352
9.468,7,0.8395357042934719,Critical Risk,0,2987353
6.163,2,0.011723018236694518,Clear,0,2987354
171.0,0,0.021105745240460803,Clear,0,2987355
107.95,2,0.004669055100688271,Clear,0,2987356
47.95,17,0.0027005756866914157,Clear,0,2987357
75.0,3,0.00945753829808674,Clear,0,2987358
21.95,23,0.004133680437783171,Clear,0,2987359
57.95,8,0.0041926817537293794,Clear,0,2987360
100.0,0,0.009713709515657852,Clear,0,2987361
112.99,2,0.033349256289668526,Clear,0,2987362
57.95,18,0.0038963776651306406,Clear,0,2987363
25.0,16,0.006626590180380912,Clear,0,2987364
97.0,23,0.13071388883417764,Clear,0,2987365
75.324,20,0.13935992144648301,Clear,0,2987366
35.0,18,0.016254705250500125,Clear,0,2987367
41.806,17,0.07457199643262225,Clear,0,2987368
107.95,1,0.003514328403103857,Clear,0,2987369
59.0,16,0.00813380827605906,Clear,0,2987370
59.0,3,0.011902079451431825,Clear,0,2987371
752.99,14,0.013995427234790742,Clear,0,2987372
21.389,18,0.026259398841867163,Clear,0,2987373
77.0,2,0.02874519204045808,Clear,0,2987374
25.95,4,0.005306058532928135,Clear,0,2987375
9.96,2,0.09405063955855317,Clear,0,2987376
222.0,19,0.006719494392718465,Clear,0,2987377
29.0,13,0.026886092748608186,Clear,0,2987378
390.0,6,0.03994322012469878,Clear,0,2987379
77.95,3,0.00824561849308211,Clear,0,2987380
35.95,14,0.004950659613334661,Clear,0,2987381
57.95,0,0.0031875081949930203,Clear,0,2987382
57.95,10,0.00391977286541377,Clear,0,2987383
20.473,4,0.018957282153230257,Clear,0,2987384
30.95,15,0.0032755592663159345,Clear,0,2987385
361.0,17,0.029088118360440396,Clear,0,2987386
209.95,18,0.009050768445789796,Clear,0,2987387
307.95,20,0.011621032435208635,Clear,0,2987388
53.869,4,0.5234339163800716,Suspicious,0,2987389
82.0,4,0.04314588259838853,Clear,0,2987390
159.95,19,0.008660433717468588,Clear,0,2987391
57.95,15,0.03378063932639973,Clear,0,2987392
29.0,17,0.015410982789904389,Clear,0,2987393
29.0,14,0.01609416327086179,Clear,0,2987394
15.0,6,0.010518589541202052,Clear,0,2987395
47.95,16,0.006780398033195461,Clear,0,2987396
500.0,15,0.03934862379946917,Clear,0,2987397
5.427,13,0.01430951192194897,Clear,0,2987398
117.0,23,0.010756073332889516,Clear,0,2987399
250.0,23,0.0162855516221468,Clear,0,2987400
67.95,2,0.007468353227824065,Clear,0,2987401
32.97,15,0.004254707329514065,Clear,0,2987402
196.0,21,0.008060818197238258,Clear,0,2987403
